"user_id","first_name","middle_name","last_name","gender","dob","ssn","salary","total_distance"
1315149,"Keaanee","R.","Herrington","M",1960-11-22,975424975,118432,579809040
1834064,"Cynthia","Z.","Claudio","F",1968-07-26,820502876,156692,54988193
1445216,"Austin","T.","Korf","M",1972-09-10,975841067,174974,538739907
1371625,"Surena","E.","Valdez","F",1959-11-19,298141114,168720,25403777
1254955,"Abyad","G.","al-Abu","M",1961-04-08,715771749,62661,633600695
1468533,"Hishma","I.","al-Mohiuddin","F",1981-03-04,204011234,85141,342691805
1501017,"Ariyya","L.","el-Hakim","F",1950-09-08,750248561,152347,113355037
1695534,"Alma Ruby","H.","Rubenking","F",1983-04-05,256236732,211651,554557490
1747653,"Myranda","O.","Patterson","F",1999-03-30,536910927,206811,898891440
1208420,"Francis","M.","Truong","M",1982-03-10,658398923,187935,64902061
1224721,"Jacob","K.","Galvan","M",1981-06-04,125920126,170732,439649539
1736895,"Ayonna","C.","Hailesilasie","F",1979-07-12,395825773,103681,258579122
1581359,"Khaliel","X.","Ailes","M",1962-10-05,696700622,67593,641456777
1529180,"Manuel","I.","Aguilar","M",1990-12-31,875914839,90992,476232944
1424079,"Hannah","U.","Main","F",1994-01-13,754670323,80552,649961675
1356642,"Michael","M.","Carreon","M",1998-11-06,460034366,151839,162963951
1342871,"Stephen","F.","Chen","M",1967-06-25,760761114,203818,158157423
1616652,"Aslam","E.","el-Pour","M",1994-08-26,625162237,124824,93685005
1112686,"Ajunae","X.","Grady","F",1959-06-15,856001950,95090,716992147
1661320,"Mohamed","F.","Noel","M",1951-07-15,779636177,232484,509014118
1114803,"Sara","B.","Brown","F",1981-12-04,201284422,231198,581519874
1291323,"Valery","N.","Aguirre","F",1973-04-02,591806575,112742,826826670
1137342,"Sabaah","L.","al-Pour","M",1954-11-26,604046017,85001,70570739
1622231,"Rumaana","J.","al-Ibrahim","F",1982-05-30,403566161,206508,452954910
1864686,"Skylynn","M.","Laurienti","F",1986-04-16,862563900,205512,845076128
1026770,"Catherine","H.","Brenden","F",1983-12-27,211750679,110375,53051325
1715596,"Shafee'a","Y.","el-Beshara","F",1999-02-10,454858409,185842,62570520
1071759,"Teodoro","P.","Guzman-Gomez","M",1971-01-15,637084641,227272,890358607
1568418,"Alexander","F.","Kim","M",1997-12-01,887548026,204000,948157620
1693781,"Aayid","O.","al-Asmar","M",1951-02-19,134157238,172805,519110225
1746356,"Kevin","V.","Goff","M",1961-06-08,208811905,166900,971183607
1735269,"William","W.","Lough","M",1988-02-15,323834089,173178,732047993
1606849,"Sharaf","O.","el-Amer","M",1990-10-27,536329316,89376,359057698
1237082,"Julian","U.","Lucero","M",1997-09-15,593700336,81281,89874655
1650748,"Henry","R.","Nguyen","M",1973-04-11,194768790,74121,580507438
1862219,"Abdul Noor","T.","el-Parsa","M",1950-08-05,156762701,217638,535532786
1352001,"Nawwaara","Z.","el-Kaiser","F",1949-10-25,789665950,139865,666905465
1163978,"Stephon","C.","Vasquez","M",1971-11-16,309717000,149995,532824545
1229958,"Markus","B.","Lucero","M",1983-10-13,371046318,70874,662084527
1993371,"Julian","K.","Williams-Dixon","M",1959-07-25,964953346,219211,204628476
1911713,"Xaviera","A.","Jackson","F",1965-09-11,975945021,170313,543911802
1278030,"Noori","D.","el-Hossain","M",1974-11-11,353615951,63746,120531297
1529736,"Danait","N.","Jensen","F",1951-12-31,463098893,113614,385784696
1440287,"Nafeesa","R.","el-Jalali","F",1966-12-04,303149104,107929,935773744
1325150,"Marshall","J.","Spence","M",1978-08-29,442997298,186949,906731214
1073758,"Michael","C.","Cranson","M",1961-07-14,634990887,226176,160448579
1905925,"Abdul Noor","H.","al-Nasrallah","M",1959-10-25,747813176,232118,483245694
1030875,"Dylan","U.","Stephen","M",1995-01-22,859833655,61286,410140169
1891117,"Tayyiba","Q.","el-Ahmad","F",1960-08-10,648671032,62942,124562517
1905616,"Henry","I.","Bown","M",1988-07-22,815494142,139594,454554836
1646260,"Holliequin","X.","Ceja","F",1968-03-25,353091715,126919,366974022
1622621,"Noah","E.","Dumlao","M",1953-11-08,703478159,213797,179144726
1399245,"Alayina","I.","Agan","F",1991-09-19,208483901,248683,192936116
1484820,"Huraira","Q.","al-Sham","M",1957-09-10,432505889,170766,529821422
1970084,"Hishma","K.","al-Can","F",1983-01-19,126896892,141716,984691161
1642849,"Haakima","M.","el-Attar","F",1954-12-27,950427381,165426,174600101
1435256,"Jesus","Z.","Tovar","M",1966-07-26,380979560,193689,710432548
1733271,"Ray","J.","Pettway","M",1998-01-17,974233264,119581,130041299
1401498,"Samuel","R.","Garcia","M",1981-09-16,205196621,217960,402937800
1120342,"Shafaaa","P.","el-Jalali","F",1976-08-26,828514369,140475,881447432
1320950,"Fareeda","V.","el-Burki","F",1964-01-24,208252895,120705,737109069
1460444,"Donovan","Z.","Ross","M",1957-03-13,853719484,87417,5212934
1267683,"Dominic","C.","Watkins","M",1999-07-30,903145691,105233,215646111
1824480,"Ronald","F.","Raymond","M",1998-02-27,871603536,134475,943773468
1358765,"Nicole","E.","Castillo","F",1982-11-18,707087032,113789,352523967
1933295,"Julie","B.","Young","F",1988-01-19,658899814,84902,928241511
1513199,"Alex","R.","Larson","M",1949-10-22,922635718,96717,806391383
1122308,"Amaanullah","T.","el-Iqbal","M",1973-07-22,675617015,227194,493648615
1414449,"Zaahira","H.","al-Ramin","F",1963-04-21,251157268,100382,632416140
1466365,"Emily","R.","Fritch","F",1978-03-03,654823927,222259,566157111
1655471,"Harshil","V.","Onpeng","M",1976-02-16,756546300,67306,674707564
1709813,"Jason","D.","White","M",1989-07-04,465680696,102514,711052527
1110357,"Dominique","V.","Ursery","F",1996-02-16,226626014,154091,795947068
1263421,"Andrew","N.","Wood","M",1964-05-31,450478173,98085,762261461
1667804,"Courtney","F.","Mack-Lynch","F",1963-03-21,149362677,197045,110025501
1594609,"Collin","Q.","Moran","M",1958-06-01,573653758,155165,746131035
1556744,"Makayla","P.","Teneyck","F",1966-11-03,609546152,97206,176714855
1568817,"Ryan","P.","Sherwood","M",1990-11-22,884062284,187787,547157558
1302101,"Anthony","P.","Hernandez","M",1973-12-14,384390052,170709,171323095
1683204,"Ivan","E.","Marsh","M",1983-07-28,612085154,203827,709014864
1035271,"Carter","N.","Pham","M",1999-10-19,432415903,77193,185255810
1455613,"Leonard","B.","Williams","M",1978-01-20,695887572,90387,509193002
1675045,"Mawzoona","S.","el-Bari","F",1950-03-30,341809881,90773,25310459
1645776,"Saleema","J.","al-Jalil","F",1976-11-02,823328125,113045,435841586
1125472,"Miguel","N.","Thao","M",1999-05-20,959135162,180511,548428739
1154535,"Caigen","V.","Tiger","M",1981-03-13,843626750,208615,115096002
1714990,"Rachael","J.","Yang","F",1950-01-22,651963927,161426,887020177
1875721,"Breanna","T.","Jackson","F",1994-06-29,832080626,110925,999543776
1644639,"Erin","K.","Kim","F",1962-10-23,591002540,171150,767460945
1345567,"Paulina","Q.","Wallace","F",1952-08-24,209643182,109843,178416750
1733292,"Isaac","W.","Nading","M",1974-08-19,624705626,192166,65041137
1425478,"Kalene","N.","Braley","F",1983-06-10,225867951,105769,410425039
1395467,"Daniel","C.","Tanaka","M",1972-02-02,428815979,187295,267959077
1355914,"Anissa","E.","Williams","F",1964-03-25,751616971,145344,16443941
1294094,"Christopher","K.","Ellis","M",1999-02-27,785905593,128273,719949549
1455547,"Aakash","D.","Leleua-Smith","M",1953-02-11,271337591,107255,287805578
1899211,"Sufyaan","M.","el-Waheed","M",1973-01-15,526939337,119220,531639797
1350412,"Luis","O.","Lawrence","M",1953-07-29,935149584,125365,735373631
1627317,"Mason","Z.","Ruby","M",1954-12-15,491952377,226525,668521239
1554873,"Henry","W.","Kim","M",1974-11-24,885628595,72616,152798478
1246982,"Saira","Y.","Santacruz Anguiano","F",1997-04-13,983899890,248966,416927994
1218115,"Naaif","L.","el-Sabet","M",1967-02-24,334124463,160014,562161233
1739396,"Daniel","H.","Myrick","M",1990-01-28,252940660,94953,294678393
1739646,"Fareeda","D.","el-Lone","F",1951-05-30,558652935,212909,74095134
1754952,"Jordan","T.","Henderson","M",1953-11-14,764130181,71180,330652732
1234981,"Pranaya","Q.","Nguyen","F",1951-03-20,576410028,157726,364120503
1820750,"Felicia","Q.","Wilson","F",1999-09-19,541385749,96632,212591940
1723657,"Shea","D.","Yocom","F",1961-01-25,405818582,116256,828112936
1236059,"Levi","T.","Tromble","M",1970-03-03,595682550,227215,216137237
1786566,"Darryl","J.","Robertson","M",1994-08-06,986933076,143173,429590958
1282284,"Vincent","D.","Mendez","M",1988-07-19,829571568,93171,433711426
1945037,"Mercedes","Z.","Bradshaw","F",1971-09-09,836920622,93279,828020109
1974145,"Tiahana","J.","Henderson","F",1965-06-04,543016480,245467,961986530
1475494,"Delaney","H.","Neill","F",1980-08-02,769346958,136529,503344342
1377483,"Aasiya","R.","el-Sheikh","F",1956-03-17,237277687,196627,848859438
1946150,"Shaheed","S.","el-Abdou","M",1979-01-22,389813309,87621,544006709
1324403,"Hakeem","Z.","Mower","M",1949-12-12,199482951,245130,886329680
1241047,"Abdul Ghani","W.","el-Bari","M",1982-11-22,515941939,109325,838331180
1785276,"Tori","I.","Wyatt","F",1985-03-21,338805674,106539,522745895
1100426,"Yesenia","P.","Aguilar","F",1949-06-17,165886398,244868,389945113
1288169,"Fernando","U.","Jacobo","M",1986-05-31,305431891,106001,235933136
1945895,"Edward","B.","Dickey","M",1969-11-10,528029758,79827,749797495
1423913,"Seth","H.","Stevens","M",1973-04-25,170181163,127634,184415565
1686912,"Elvia","K.","Ramirez Sanchez","F",1960-10-08,486065685,229917,876910008
1011246,"Andrew","K.","Natonabah","M",1987-02-16,646929526,193784,880730975
1830807,"Kyle","R.","Silver","M",1958-07-21,156419892,169894,744095287
1711751,"Elaine","S.","Park","F",1990-12-27,581426454,147066,88770335
1342364,"Ian","M.","Mcmanus","M",1969-10-03,556571499,161068,894498073
1549324,"Maisoon","B.","al-Siddiqui","M",1999-06-10,176024905,61364,218558730
1456296,"Elizabeth","Y.","Mcgee","F",1963-05-30,581295131,92816,603636076
1391710,"Dakota","I.","Nobraid","M",1982-07-07,975202837,126639,65632778
1432802,"Lubaaba","G.","al-Yamin","F",1970-01-04,148271546,172267,865301894
1587841,"Marisa","X.","Casias","F",1973-08-25,711670082,142598,337382441
1302607,"Jason","R.","Morales","M",1991-08-01,333949153,129578,739043790
1900773,"Anthony","C.","Krishnaswamy","M",1994-07-09,384383840,241624,299542496
1923041,"Yolanda","F.","Castillo","F",1957-02-28,221147349,190426,539132887
1869347,"Tiffany","E.","Hillyer","F",1960-10-01,412949682,213073,926452534
1759506,"Habeeba","M.","al-Diab","F",1966-07-19,530828536,236583,674564846
1348166,"Fawz","L.","al-Srour","M",1980-02-27,265317880,112690,184363455
1562879,"Cole","K.","Perez","M",1964-12-11,321600735,231251,203766390
1776459,"Hudhaifa","B.","el-Satter","M",1954-10-28,309113890,70481,686989455
1159613,"Jawaad","Q.","el-Habibi","M",1959-02-09,520995466,162329,149540000
1190857,"Keenan","J.","Benning","M",1965-09-27,454449549,210788,459841974
1097460,"Brandon","G.","Perea","M",1973-04-06,498442439,147642,72158482
1390035,"Maccayla","H.","Kessel","F",1981-04-14,361996370,60239,559788832
1926621,"Charlotte","F.","Watts","F",1949-04-11,175755175,119593,877525877
1425397,"Tosha","F.","Cone","F",1989-04-19,237581645,131076,136625795
1485156,"Hannah","M.","Tran","F",1957-03-10,589566922,65712,299045947
1938481,"Tyler","G.","Galligan","M",1958-03-12,710777117,215298,700290787
1005581,"Nino","M.","Martinez-Chavez","M",1954-03-22,708629908,181286,905015355
1018758,"Farzam","E.","Jang","M",1961-07-10,846507319,208206,270078827
1566088,"Aaron","N.","Garcia","M",1980-05-27,356227328,193310,606727498
1300079,"Malik","Z.","Shaw","M",1989-10-30,644724904,212832,989208577
1280963,"Mikayla","W.","Bui","F",1953-11-18,526219373,142859,528334237
1155201,"Tyler","I.","Fettig","M",1973-12-04,402928045,159779,924125254
1593344,"Kamaal","G.","el-Arshad","M",1951-08-08,397095049,213454,856378552
1863145,"Blaise","Y.","Moua","M",1971-11-14,876442791,135460,268742909
1603241,"Elizabeth","P.","Sweat","F",1990-10-20,828795039,248750,50565922
1176155,"Abdut Tawwab","B.","al-Sadek","M",1971-04-09,725326649,126128,90425037
1043208,"Janesa","W.","Fisher","F",1963-01-27,599297754,106333,801022338
1548977,"Fernando","Q.","Armijo","M",1997-02-16,779213650,162418,372878206
1456198,"Lashay","X.","Walton","F",1956-04-23,376595235,109476,349707506
1957241,"Adele","X.","Baker","F",1992-09-21,313733061,195326,311098765
1687299,"Demetri","P.","Hussein","M",1971-12-16,873258168,105171,734384492
1084805,"Peter","Y.","Ekanayake","M",1966-10-06,766231670,153325,741089609
1449556,"Jiyaad","N.","al-Meskin","M",1959-03-19,243440438,212132,51980794
1007028,"Ishi","B.","Maddux","M",1996-12-02,218534345,112841,529495033
1730659,"Anne","O.","Park","F",1971-05-08,728735026,246104,559986699
1156002,"Jonathan","C.","Cortez","M",1994-09-30,480452193,132340,645461775
1101983,"Alexa","V.","Devereaux","F",1964-03-21,588594371,156607,16397996
1271429,"Justine","K.","Lindquist","F",1982-05-05,970251493,92719,747448004
1753522,"Amy","W.","Cruz","F",1970-12-12,124133331,209187,835371265
1286749,"Lady Diane","I.","Wheatley","F",1968-01-29,687087543,214136,520732891
1818681,"Monique","I.","Pardo Barragan","F",1949-02-10,223230989,143083,321841266
1122943,"Raul","R.","Bohannon","M",1953-10-03,319196336,229680,504511447
1441820,"Jhonathon","Y.","Geist","M",1979-05-09,887995464,176173,260531114
1463666,"Joshua","A.","Hernandez","M",1976-06-24,233552108,74425,304085149
1480296,"Jessica","F.","Moselina","F",1987-05-03,800541574,220778,165052612
1899841,"Maria","L.","Trujillo","F",1962-09-25,683046663,70680,371650801
1919258,"Will","F.","Kimble","M",1997-09-14,836072816,206654,679514289
1946352,"Clarence","C.","Crockett","M",1998-12-22,724678834,125335,626215249
1745204,"Tristan","Z.","Ehmka","M",1973-01-17,480786181,145749,493423624
1084276,"Ya'qoob","X.","el-Kaber","M",1979-02-20,343016152,91159,583532558
1649066,"Margarita","P.","Miranda","F",1994-12-07,437422129,227172,774831269
1993436,"Caleb","Z.","Mlcoch","M",1997-08-25,693057845,134392,632745337
1287868,"Steven","X.","Wilson","M",1993-03-14,427766590,102428,332200272
1090248,"Samuel","B.","Tang","M",1971-04-12,871608932,164129,14827308
1568380,"Fernando","T.","Pacheco","M",1962-07-06,925783599,159362,567482094
1686335,"Meaghan","M.","Taylor","F",1990-01-04,922694207,64965,175712303
1214064,"Allison","E.","Towns","F",1989-03-08,694004278,71422,350727763
1736456,"Jonathan","S.","Calo","M",1964-03-27,549695987,243324,256453032
1715123,"Cassydy","E.","Vialpando","F",1955-11-04,644651610,216225,834463244
1369684,"Teasia","A.","Lowe","F",1965-05-04,811800913,64834,771932072
1482498,"Andrew","R.","Nichols","M",1975-10-30,588136985,164403,815565769
1906469,"Isaiah","F.","Farrar","M",1957-11-14,682834181,129801,300662344
1909263,"Kennedy","D.","Staple","F",1999-04-01,266938906,218726,758533634
1973804,"Mawzoona","D.","el-Ozer","F",1971-12-18,474956335,160648,252964492
1104257,"Julianna","V.","Wang","F",1983-03-21,982425457,148442,353639844
1538091,"Brittany","X.","Bailey","F",1953-07-19,329238163,62830,926546300
1638179,"Dlisa","Y.","Schuckman","F",1968-08-05,382749612,150497,240509749
1458720,"Erin","X.","Sanders","M",1991-04-13,726603441,148780,790335398
1755074,"Devon","Z.","Elliott","M",1989-05-21,916480926,178871,793974880
1934819,"Matt","P.","Lee","M",1956-05-17,633039639,204653,513514916
1551154,"Atheer","Y.","el-Daoud","F",1987-03-21,433039699,208560,898056152
1593845,"Nicole","N.","Miller","F",1988-06-15,391228717,128050,431528759
1793356,"Nathaniel","F.","Hoffman","M",1978-06-20,845074480,138588,744520054
1818375,"Adina","W.","Bemski","M",1981-04-03,244580331,140254,663898454
1504818,"Julie","B.","Park","F",1956-03-12,850120609,98200,611792387
1168397,"Luis","V.","Vasquez","M",1986-10-23,453456463,242288,85774293
1118303,"James","H.","Kim","M",1966-12-31,493778775,245300,907559713
1217866,"Emily","X.","Rico","F",1981-09-29,855058156,129049,544882565
1640697,"Tommy","X.","Herrera","M",1962-08-04,463334986,204760,452740797
1810260,"Phong","B.","Cheng","M",1982-05-16,968397196,188404,439511591
1899066,"Maisara","C.","al-Amin","F",1971-03-21,806236455,234732,658563876
1351506,"Mubeena","D.","al-Fayad","F",1951-02-16,529137147,240714,455848536
1207282,"Molika","F.","Bau","F",1987-08-07,554202886,87324,2810854
1989167,"Robert","S.","Ahn","M",1977-07-27,956740335,66429,272426168
1660687,"Barathwaj","V.","Ho","M",1999-06-25,873238216,193551,744319876
1220989,"Daniel","P.","Obenchain","M",1951-11-08,331599095,73520,951639170
1531239,"Mahmooda","E.","al-Malak","F",1976-06-22,645686806,134454,92329454
1872189,"Courtney","Z.","Herrera","F",1976-12-28,227380717,184052,971548308
1880522,"Paul","U.","Kim","M",1971-01-20,743851324,186690,431067980
1394160,"Anna","V.","Paner","F",1965-04-14,767503552,197585,471068519
1224406,"Hamdi","Q.","al-Jamail","M",1991-07-14,778554092,217104,982154069
1889234,"Tufail","D.","el-Ahmadi","M",1972-01-17,478425806,232700,199533983
1174485,"Nickolaus","X.","Haug","M",1975-09-06,234703833,181728,592460470
1257591,"Alexander","V.","Sengdara","M",1958-04-17,825904041,137951,337764782
1462037,"Pritika","R.","Hong","F",1961-10-17,738250836,211270,883261411
1382900,"Kevin","B.","Soto","M",1968-10-27,928047283,232121,745387323
1688072,"Abrielle","Q.","Nading","F",1971-06-12,985180014,214508,408858701
1478851,"Jeelaan","F.","al-Bahri","F",1985-07-08,391066751,91397,130301463
1443505,"Payton","W.","Brown","M",1964-05-12,352790410,70831,53944016
1567018,"Xyoob","I.","Fifita","M",1974-09-10,514502649,220740,866577221
1715581,"Rasaan","U.","Little","M",1977-08-20,743349014,91442,964236016
1301102,"Bryan","W.","Punjabi","M",1963-10-17,185987582,202440,246030563
1960813,"Jessi","I.","Keen","F",1991-10-02,644844830,186667,776509264
1188930,"Harold","P.","Roberts","M",1996-01-18,859959248,216460,733200125
1235739,"Austin","L.","Lubthisophon","M",1978-08-09,516665926,175504,161517050
1817624,"Madison","E.","Nguyen","F",1995-12-22,661918629,168342,863746683
1751626,"Opal Leanne","P.","Williams","F",1952-04-24,137315673,210006,800970499
1945970,"Zachary","C.","Mmorosa","M",1978-07-18,145407995,194907,340652871
1884796,"Jordan","O.","Herrera","M",1981-11-24,152906595,149099,742960426
1546349,"Aaron","D.","Rigney","M",1988-10-25,166121953,90771,901536736
1651681,"Marcus","E.","Archuletta","M",1973-08-07,790530376,138274,554542258
1294256,"Chad","K.","Brink","M",1955-06-13,526700929,210737,372011260
1291217,"Mahelit","I.","Bradish Moody","F",1993-10-22,275919809,248532,648395728
1022439,"Cole","P.","Goosby","M",1987-02-22,375696771,122987,402882045
1257911,"Badr","T.","el-Nasser","M",1965-04-07,907827871,201220,713421420
1196518,"Autumn","C.","Larivee","F",1950-05-11,786289376,192638,101250274
1420484,"Armando","U.","Munoz","M",1976-09-03,299517622,190070,289926998
1634592,"Evan","Q.","Creel","M",1953-02-27,259286757,172129,725522826
1925653,"Soren","Y.","Riley","M",1969-05-29,543053367,112959,934834663
1435400,"Cynthia","G.","Garcia","F",1984-09-03,394361175,66158,74025316
1899984,"Sierra","N.","Narang","F",1956-05-28,319559469,178080,860883886
1197811,"Hamza","T.","el-Shahan","M",1980-03-11,612546512,81614,146210356
1411180,"Leeanne","E.","Yahashi","F",1990-07-29,562956443,230102,718132502
1615503,"Miska","V.","al-Basher","F",1967-04-12,451051392,77864,170501009
1037812,"Jennifer","M.","Barcelona","F",1990-05-11,637093235,80954,113191132
1837166,"Morgan","P.","Johnson","M",1993-12-01,683147412,227681,957212507
1832877,"Lily","S.","Salazar","F",1967-10-20,848528862,119850,630355137
1479026,"Pornchai","J.","Nishida","M",1973-04-16,715925511,180991,495106829
1718403,"Kristen","D.","Kirwan","F",1971-09-21,953678222,120278,529633711
1346355,"Raita","S.","el-Baluch","F",1976-09-14,162777813,207955,155543707
1154725,"Kanaan","Q.","al-Jama","M",1999-12-03,775505366,64208,532257154
1024386,"Marinna","E.","Ditlevson","F",1988-10-22,393004198,173317,74739816
1654001,"Katey","O.","Miller","F",1990-10-28,846167259,195559,951299979
1746612,"Spencer","K.","Pratt","M",1987-07-03,300203376,69100,248102464
1960229,"Mishel","V.","Mendez","M",1965-03-09,732168397,94969,259876287
1717264,"Alexis","E.","Rodriguez Munoz","F",1988-05-14,536306048,120789,161883987
1101335,"Essevan","E.","Sherrod","M",1983-08-27,287064666,82653,239081840
1306047,"Dakota","P.","Vialpando","M",1956-12-15,420298193,247491,566550798
1327284,"Erin","W.","Day","F",1992-02-28,779522111,88624,758347858
1140022,"Marjaana","Y.","el-Bacho","F",1986-09-22,472224224,245698,594084903
1057964,"David","J.","Smith","M",1993-04-20,472644600,180149,200107012
1194653,"Michael","L.","Reese","M",1992-06-30,550168450,185818,867385484
1507892,"Tristen","X.","Elswick","F",1957-09-18,392659254,225601,107497598
1056817,"Mara","J.","Lam","F",1972-01-16,447404598,122422,569330754
1563684,"Anyssa","B.","Swanson","F",1993-07-24,759009532,133349,350110714
1401432,"Steven","U.","Lieu","M",1998-11-04,271426609,238930,185426261
1529391,"Angad","E.","Kearney","M",1981-04-29,582854886,150769,518058145
1907870,"Richard","P.","Kim","M",1957-10-14,477356759,145734,52976076
1222849,"Logan","X.","April","M",1987-08-21,168010788,183570,198085378
1249257,"Kaitlin","J.","Aranda","F",1954-04-06,377994231,177329,63781867
1927873,"Mckenna","A.","Calhoun","F",1983-08-05,343281527,182254,510873078
1965610,"Eyob","T.","Combs","M",1962-03-06,876679101,142951,765780396
1611789,"Andy","U.","Lam","M",1992-11-26,851563156,234454,626199127
1587469,"Sakeena","H.","al-Salem","F",1967-01-18,442101599,163397,128767913
1819734,"Delphine","R.","Skof","F",1991-01-23,539629257,117604,481236345
1337277,"Rene","N.","Nadow","F",1998-03-15,775171882,191393,333279786
1204259,"Ash","P.","Phan","M",1964-10-18,687369727,158627,487397917
1880386,"Grace","F.","Lighthall","F",1988-06-23,825928266,101839,385863816
1332211,"Muzammil","Z.","el-Zaki","M",1975-05-22,504384764,94348,777661208
1892237,"Rohan","Q.","Cheng","M",1976-02-14,511348474,96487,189764179
1530938,"Joseph","M.","Bond","M",1997-11-15,822068311,226283,495870553
1408231,"Clayton","Q.","Costa","M",1955-09-17,559360307,120602,472931285
1228778,"Olivia","V.","Strange Owl","F",1967-03-19,533810302,135964,351279873
1274281,"Sabeeha","G.","el-Mady","F",1965-09-26,597962934,119711,874182415
1288842,"Steven","E.","Ortega","M",1981-11-02,648011226,94751,602439866
1333466,"Manuelito","H.","Hopkins","M",1999-04-11,796734729,172100,422962239
1794904,"Marwa","H.","el-Abdo","F",1954-12-07,939505439,97856,383840567
1661318,"Humaidaan","A.","el-Habibi","M",1974-10-01,423540681,93066,840221091
1482438,"Haashid","X.","el-Salaam","M",1993-02-25,982128836,157283,797174780
1234367,"Aaron","H.","Castaneda-Gonzalez","M",1991-09-02,238299414,136624,935722884
1257137,"Claudio","W.","Swanson","M",1986-01-07,185577383,173594,183801286
1891086,"Jordyn","W.","Payton","F",1994-03-24,305457073,123670,302752326
1858971,"Gogi","G.","Liggett","F",1983-04-24,500505235,72671,751095631
1408319,"Matthew","C.","Kochhar","M",1972-05-23,346579663,148761,550910766
1798869,"Robyn","O.","Henricksen","F",1987-10-03,555352655,75899,933465620
1592103,"Althean","O.","Hodge","M",1999-02-09,952380844,211005,967163126
1408164,"Imraan","R.","el-Saah","M",1966-09-02,477935936,121394,560734740
1558649,"Tawfeeqa","O.","al-Rahim","F",1972-09-23,481819162,202446,106754138
1337379,"Lorena","D.","Corona","F",1981-11-12,653262569,220068,967624794
1273191,"Mitchell","L.","Laner","M",1981-08-10,441039429,116320,240219632
1565463,"Ivan","R.","Jukkala","M",1980-04-23,158736764,74008,661205559
1364997,"Anh","L.","Scheie","F",1974-08-18,395894025,195987,981412828
1401515,"Richard","H.","Minor","M",1964-09-22,512193152,92003,180898194
1194925,"Kirsten","O.","Fuentes","F",1955-12-10,673854766,60681,661507436
1027121,"Rachel","M.","Lou","F",1981-05-07,557792137,183355,414304536
1912563,"Sebastian","P.","Cable","M",1992-05-31,370356274,111504,594321900
1066531,"Janethia","Z.","Wilson","F",1961-06-05,543575701,140059,951579630
1884396,"Julee","E.","Dickerson","F",1975-06-30,496384644,114580,865405536
1053080,"Keturah","A.","Tryels","F",1995-09-08,218095776,242951,886041138
